timestamp,location,sensor,value
2024-01-30T05:38:00.000Z,zone-b,humidity,73.4
2024-01-30T10:30:00.000Z,zone-c,humidity,37.3
2024-01-30T11:14:00.000Z,zone-d,light,409.1
2024-01-30T11:16:00.000Z,zone-a,pressure,1015.4
2024-01-30T15:10:00.000Z,zone-d,humidity,66.4
2024-01-30T16:15:00.000Z,zone-d,temperature,19.3
2024-01-30T21:21:00.000Z,zone-c,pressure,990.3
2024-01-30T21:33:00.000Z,zone-c,light,137.5
2024-01-30T22:15:00.000Z,zone-b,humidity,38
2024-01-30T22:33:00.000Z,zone-c,humidity,58.3
2024-01-30T22:45:00.000Z,zone-b,light,786.9
2024-01-30T22:59:00.000Z,zone-c,temperature,27.7
2024-01-31T00:27:00.000Z,zone-d,light,587.8
2024-01-31T03:12:00.000Z,zone-a,temperature,18.4
2024-01-31T03:33:00.000Z,zone-a,light,136.9
2024-01-31T07:25:00.000Z,zone-d,humidity,78.6
2024-01-31T07:32:00.000Z,zone-a,pressure,1005.5
2024-01-31T08:39:00.000Z,zone-d,pressure,1008.5
2024-01-31T08:56:00.000Z,zone-b,pressure,1012.9
2024-01-31T09:41:00.000Z,zone-a,humidity,37.2
2024-01-31T13:10:00.000Z,zone-b,temperature,27
2024-01-31T16:02:00.000Z,zone-d,temperature,33.2
2024-01-31T18:51:00.000Z,zone-b,temperature,21.4
2024-01-31T19:24:00.000Z,zone-a,temperature,15.1
2024-01-31T19:57:00.000Z,zone-c,pressure,1003.8
2024-02-01T00:10:00.000Z,zone-c,temperature,34.3
2024-02-01T00:31:00.000Z,zone-d,pressure,1019.4
2024-02-01T02:23:00.000Z,zone-b,humidity,67
2024-02-01T04:15:00.000Z,zone-d,temperature,17.5
2024-02-01T06:22:00.000Z,zone-a,pressure,996.9
2024-02-01T07:38:00.000Z,zone-c,humidity,34.4
2024-02-01T08:48:00.000Z,zone-d,light,305.5
2024-02-01T11:30:00.000Z,zone-a,light,326.1
2024-02-01T12:11:00.000Z,zone-b,light,750
2024-02-01T14:18:00.000Z,zone-a,humidity,61.5
2024-02-01T15:49:00.000Z,zone-d,humidity,61.6
2024-02-01T16:07:00.000Z,zone-b,pressure,999.2
2024-02-01T16:20:00.000Z,zone-c,light,295.9
2024-02-01T21:16:00.000Z,zone-c,humidity,69.8
2024-02-01T23:24:00.000Z,zone-a,humidity,75.2
2024-02-02T02:55:00.000Z,zone-d,humidity,36.5
2024-02-02T04:06:00.000Z,zone-a,pressure,993.7
2024-02-02T04:23:00.000Z,zone-c,pressure,1012
2024-02-02T05:52:00.000Z,zone-a,light,789.7
2024-02-02T05:56:00.000Z,zone-d,pressure,994
2024-02-02T06:37:00.000Z,zone-d,temperature,20.2
2024-02-02T06:57:00.000Z,zone-a,temperature,25.1
2024-02-02T10:51:00.000Z,zone-b,light,835.4
2024-02-02T11:35:00.000Z,zone-d,light,492.2
2024-02-02T13:32:00.000Z,zone-c,temperature,30.6
2024-02-02T14:51:00.000Z,zone-b,humidity,32.4
2024-02-02T15:18:00.000Z,zone-b,temperature,16.9
2024-02-02T15:31:00.000Z,zone-b,pressure,1004.6
2024-02-02T16:52:00.000Z,zone-c,light,715.2
2024-02-02T19:08:00.000Z,zone-a,humidity,76.9
2024-02-02T20:47:00.000Z,zone-d,pressure,1000.7
2024-02-03T00:08:00.000Z,zone-b,humidity,35.6
2024-02-03T01:07:00.000Z,zone-d,humidity,71.7
2024-02-03T01:36:00.000Z,zone-a,pressure,1015.9
2024-02-03T01:38:00.000Z,zone-b,light,360.8
2024-02-03T02:28:00.000Z,zone-c,temperature,32.2
2024-02-03T03:05:00.000Z,zone-b,temperature,23.1
2024-02-03T05:08:00.000Z,zone-d,light,116.6
2024-02-03T09:11:00.000Z,zone-b,pressure,990.5
2024-02-03T10:24:00.000Z,zone-c,pressure,1000.8
2024-02-03T10:50:00.000Z,zone-c,humidity,49.2
2024-02-03T14:04:00.000Z,zone-d,temperature,16.2
2024-02-03T17:07:00.000Z,zone-a,light,824.7
2024-02-03T17:17:00.000Z,zone-c,light,248
2024-02-03T17:25:00.000Z,zone-a,temperature,27.5
2024-02-03T19:59:00.000Z,zone-a,pressure,1009
2024-02-03T20:40:00.000Z,zone-a,temperature,27.5
2024-02-04T01:16:00.000Z,zone-b,humidity,45
2024-02-04T01:20:00.000Z,zone-d,temperature,29.7
2024-02-04T01:56:00.000Z,zone-b,pressure,1008.6
2024-02-04T02:59:00.000Z,zone-d,light,786.3
2024-02-04T03:18:00.000Z,zone-c,light,634
2024-02-04T03:59:00.000Z,zone-b,temperature,19.9
2024-02-04T04:44:00.000Z,zone-a,humidity,65.2
2024-02-04T06:31:00.000Z,zone-c,humidity,66.9
2024-02-04T09:22:00.000Z,zone-d,humidity,41
2024-02-04T10:11:00.000Z,zone-c,pressure,1018.4
2024-02-04T14:10:00.000Z,zone-b,light,175
2024-02-04T17:16:00.000Z,zone-d,pressure,1016.1
2024-02-04T17:24:00.000Z,zone-c,temperature,22.3
2024-02-04T17:25:00.000Z,zone-a,light,834.5
2024-02-04T21:38:00.000Z,zone-a,temperature,18.1
2024-02-04T22:05:00.000Z,zone-d,light,634.3
2024-02-04T22:12:00.000Z,zone-a,humidity,35.6
2024-02-04T22:21:00.000Z,zone-b,pressure,997.6
2024-02-04T22:59:00.000Z,zone-d,temperature,28
2024-02-05T03:54:00.000Z,zone-c,humidity,30.5
2024-02-05T05:43:00.000Z,zone-d,humidity,58.2
2024-02-05T06:58:00.000Z,zone-b,temperature,16.9
2024-02-05T07:52:00.000Z,zone-b,light,152.2
2024-02-05T08:31:00.000Z,zone-c,pressure,1009.7
2024-02-05T09:28:00.000Z,zone-b,humidity,52.6
2024-02-05T14:36:00.000Z,zone-d,pressure,1009.2
2024-02-05T14:55:00.000Z,zone-c,light,525.3
2024-02-05T15:04:00.000Z,zone-a,pressure,994.4
2024-02-05T15:53:00.000Z,zone-a,light,380.7
2024-02-05T17:31:00.000Z,zone-c,temperature,30.1
2024-02-05T20:14:00.000Z,zone-b,humidity,39.4
2024-02-05T20:45:00.000Z,zone-b,pressure,991.4
2024-02-05T22:15:00.000Z,zone-b,light,515.3
2024-02-06T02:25:00.000Z,zone-c,pressure,991.6
2024-02-06T04:30:00.000Z,zone-c,temperature,24.5
2024-02-06T06:39:00.000Z,zone-d,humidity,60.8
2024-02-06T06:53:00.000Z,zone-a,temperature,31.9
2024-02-06T08:31:00.000Z,zone-d,temperature,19
2024-02-06T08:47:00.000Z,zone-d,light,852.4
2024-02-06T09:34:00.000Z,zone-b,temperature,28.7
2024-02-06T11:14:00.000Z,zone-c,humidity,37.6
2024-02-06T11:42:00.000Z,zone-a,pressure,1002.7
2024-02-06T11:59:00.000Z,zone-a,humidity,33.2
2024-02-06T14:13:00.000Z,zone-c,light,202.3
2024-02-06T14:24:00.000Z,zone-d,pressure,1002.8
2024-02-06T16:50:00.000Z,zone-a,light,398.6
2024-02-06T22:26:00.000Z,zone-c,temperature,19.9
2024-02-06T23:21:00.000Z,zone-d,pressure,1008.5
2024-02-07T01:49:00.000Z,zone-d,temperature,29.8
2024-02-07T02:11:00.000Z,zone-a,humidity,42.5
2024-02-07T04:46:00.000Z,zone-c,light,194.2
2024-02-07T05:27:00.000Z,zone-a,pressure,995.8
2024-02-07T05:42:00.000Z,zone-a,light,554.1
2024-02-07T09:09:00.000Z,zone-d,humidity,58.5
2024-02-07T09:42:00.000Z,zone-c,humidity,57.8
2024-02-07T11:42:00.000Z,zone-d,light,750
2024-02-07T11:47:00.000Z,zone-a,temperature,34.4
2024-02-07T12:38:00.000Z,zone-b,humidity,37.6
2024-02-07T13:03:00.000Z,zone-c,pressure,994.9
2024-02-07T14:26:00.000Z,zone-b,light,154.6
2024-02-07T15:46:00.000Z,zone-b,temperature,20.5
2024-02-07T16:37:00.000Z,zone-b,pressure,992.5
2024-02-07T18:42:00.000Z,zone-b,temperature,30.5
2024-02-07T19:49:00.000Z,zone-c,pressure,1002.2
2024-02-07T23:12:00.000Z,zone-b,light,857.9
2024-02-08T01:35:00.000Z,zone-d,light,705.8
2024-02-08T03:05:00.000Z,zone-c,temperature,16.7
2024-02-08T03:53:00.000Z,zone-a,light,752
2024-02-08T07:04:00.000Z,zone-b,pressure,1010.8
2024-02-08T10:08:00.000Z,zone-b,humidity,35.4
2024-02-08T10:50:00.000Z,zone-c,light,424.2
2024-02-08T12:04:00.000Z,zone-a,pressure,1014.4
2024-02-08T12:43:00.000Z,zone-d,humidity,72
2024-02-08T12:45:00.000Z,zone-d,pressure,1019
2024-02-08T14:33:00.000Z,zone-c,humidity,75.2
2024-02-08T14:45:00.000Z,zone-d,temperature,19.5
2024-02-08T15:56:00.000Z,zone-a,humidity,37.8
2024-02-08T16:25:00.000Z,zone-a,temperature,25.9
2024-02-08T19:30:00.000Z,zone-b,pressure,992.8
2024-02-08T23:32:00.000Z,zone-b,humidity,40.6
2024-02-08T23:33:00.000Z,zone-d,temperature,29.6
2024-02-09T02:40:00.000Z,zone-a,temperature,28.5
2024-02-09T03:23:00.000Z,zone-a,humidity,52.9
2024-02-09T06:04:00.000Z,zone-b,light,384.3
2024-02-09T06:34:00.000Z,zone-d,pressure,1005
2024-02-09T11:20:00.000Z,zone-c,pressure,1002.8
2024-02-09T11:25:00.000Z,zone-d,light,261.6
2024-02-09T11:51:00.000Z,zone-c,light,290.4
2024-02-09T11:58:00.000Z,zone-c,humidity,77.5
2024-02-09T12:28:00.000Z,zone-a,pressure,1015.5
2024-02-09T12:59:00.000Z,zone-b,temperature,25.2
2024-02-09T15:30:00.000Z,zone-d,humidity,78.2
2024-02-09T17:14:00.000Z,zone-c,temperature,34.6
2024-02-09T17:46:00.000Z,zone-a,light,306.3
2024-02-09T22:21:00.000Z,zone-a,temperature,17
2024-02-10T00:25:00.000Z,zone-d,humidity,67.3
2024-02-10T02:49:00.000Z,zone-c,humidity,52.1
2024-02-10T03:39:00.000Z,zone-c,temperature,19.1
2024-02-10T06:27:00.000Z,zone-a,pressure,997.3
2024-02-10T07:41:00.000Z,zone-b,light,200
2024-02-10T07:59:00.000Z,zone-c,pressure,1010.5
2024-02-10T08:06:00.000Z,zone-a,light,613.5
2024-02-10T08:46:00.000Z,zone-b,pressure,1015.1
2024-02-10T08:59:00.000Z,zone-c,light,730.4
2024-02-10T09:45:00.000Z,zone-b,humidity,37.6
2024-02-10T10:01:00.000Z,zone-a,humidity,54.1
2024-02-10T10:45:00.000Z,zone-d,temperature,27.4
2024-02-10T12:34:00.000Z,zone-b,temperature,34.8
2024-02-10T13:08:00.000Z,zone-d,pressure,991
2024-02-10T15:57:00.000Z,zone-d,light,723.1
2024-02-10T18:36:00.000Z,zone-b,humidity,70.9
2024-02-10T20:35:00.000Z,zone-b,temperature,22.6
2024-02-10T20:38:00.000Z,zone-a,light,245.6
2024-02-10T22:03:00.000Z,zone-a,pressure,1013.6
2024-02-11T00:38:00.000Z,zone-b,pressure,997.3
2024-02-11T03:30:00.000Z,zone-d,pressure,1014.2
2024-02-11T05:22:00.000Z,zone-a,temperature,27.5
2024-02-11T05:57:00.000Z,zone-d,temperature,30.2
2024-02-11T07:54:00.000Z,zone-d,light,166.4
2024-02-11T09:14:00.000Z,zone-a,humidity,50.5
2024-02-11T09:24:00.000Z,zone-c,pressure,1016.9
2024-02-11T09:40:00.000Z,zone-c,temperature,19.1
2024-02-11T14:22:00.000Z,zone-b,light,671.3
2024-02-11T17:00:00.000Z,zone-d,humidity,37.7
2024-02-11T18:06:00.000Z,zone-c,light,492.1
2024-02-11T18:28:00.000Z,zone-c,humidity,72.4
2024-02-11T18:39:00.000Z,zone-c,pressure,1008.7
2024-02-11T20:56:00.000Z,zone-d,pressure,1000.5
2024-02-11T21:19:00.000Z,zone-b,temperature,21.5
2024-02-11T23:26:00.000Z,zone-b,light,192.8
2024-02-12T01:06:00.000Z,zone-d,humidity,68.2
2024-02-12T02:04:00.000Z,zone-c,light,421.9
2024-02-12T06:59:00.000Z,zone-b,humidity,62.6
2024-02-12T07:30:00.000Z,zone-b,pressure,993.3
2024-02-12T07:50:00.000Z,zone-a,temperature,29.2
2024-02-12T09:34:00.000Z,zone-c,temperature,32.3
2024-02-12T10:10:00.000Z,zone-d,light,505.3
2024-02-12T11:37:00.000Z,zone-d,temperature,27.3
2024-02-12T13:58:00.000Z,zone-a,pressure,997.1
2024-02-12T14:13:00.000Z,zone-a,humidity,55.8
2024-02-12T14:15:00.000Z,zone-c,humidity,46.8
2024-02-12T16:15:00.000Z,zone-a,light,347.9
2024-02-12T20:06:00.000Z,zone-b,pressure,996.4
2024-02-12T22:45:00.000Z,zone-c,humidity,58.4
2024-02-12T23:02:00.000Z,zone-b,light,669.1
2024-02-12T23:10:00.000Z,zone-d,pressure,1000.1
2024-02-13T00:48:00.000Z,zone-c,pressure,1003.4
2024-02-13T01:37:00.000Z,zone-d,light,837.4
2024-02-13T04:23:00.000Z,zone-a,humidity,31.9
2024-02-13T05:05:00.000Z,zone-d,temperature,34.6
2024-02-13T07:00:00.000Z,zone-a,pressure,1009.8
2024-02-13T08:28:00.000Z,zone-c,light,389.6
2024-02-13T08:44:00.000Z,zone-b,humidity,30.5
2024-02-13T10:26:00.000Z,zone-a,light,470.4
2024-02-13T11:53:00.000Z,zone-d,humidity,68.5
2024-02-13T12:18:00.000Z,zone-c,temperature,16.3
2024-02-13T12:26:00.000Z,zone-a,temperature,25
2024-02-13T13:46:00.000Z,zone-b,temperature,18.2
2024-02-13T18:30:00.000Z,zone-c,temperature,19.4
2024-02-13T21:54:00.000Z,zone-a,temperature,30.1
2024-02-13T21:59:00.000Z,zone-d,pressure,1004.3
2024-02-13T23:44:00.000Z,zone-b,light,688.8
2024-02-14T00:17:00.000Z,zone-b,pressure,1009.4
2024-02-14T00:49:00.000Z,zone-b,humidity,74.4
2024-02-14T01:34:00.000Z,zone-d,humidity,69.6
2024-02-14T02:52:00.000Z,zone-c,humidity,79.1
2024-02-14T03:03:00.000Z,zone-d,temperature,26.5
2024-02-14T03:11:00.000Z,zone-a,humidity,68.6
2024-02-14T06:22:00.000Z,zone-a,light,416.3
2024-02-14T09:24:00.000Z,zone-c,pressure,1013.6
2024-02-14T09:38:00.000Z,zone-c,light,251.4
2024-02-14T10:59:00.000Z,zone-a,pressure,1018.6
2024-02-14T11:28:00.000Z,zone-b,temperature,34.4
2024-02-14T14:27:00.000Z,zone-d,light,511.2
2024-02-14T20:38:00.000Z,zone-a,humidity,42.7
2024-02-14T23:03:00.000Z,zone-c,humidity,58.8
2024-02-14T23:09:00.000Z,zone-b,pressure,1017.8
2024-02-14T23:22:00.000Z,zone-c,pressure,994.5
2024-02-15T04:40:00.000Z,zone-d,pressure,1005.8
2024-02-15T04:42:00.000Z,zone-c,temperature,19.3
2024-02-15T04:57:00.000Z,zone-c,light,491.3
2024-02-15T06:10:00.000Z,zone-a,pressure,1013.4
2024-02-15T09:05:00.000Z,zone-a,light,104.9
2024-02-15T09:25:00.000Z,zone-d,temperature,24.5
2024-02-15T11:39:00.000Z,zone-b,humidity,67.5
2024-02-15T11:50:00.000Z,zone-b,light,895.2
2024-02-15T12:24:00.000Z,zone-a,temperature,19.3
2024-02-15T12:41:00.000Z,zone-d,light,215.7
2024-02-15T14:52:00.000Z,zone-b,temperature,25.1
2024-02-15T15:15:00.000Z,zone-d,humidity,37.3
2024-02-15T22:03:00.000Z,zone-b,temperature,21.4
2024-02-15T22:10:00.000Z,zone-d,temperature,18.3
2024-02-15T22:15:00.000Z,zone-a,pressure,1003.5
2024-02-16T00:32:00.000Z,zone-b,humidity,70.9
2024-02-16T02:05:00.000Z,zone-d,pressure,1008.1
2024-02-16T02:23:00.000Z,zone-c,temperature,30.1
2024-02-16T03:12:00.000Z,zone-c,pressure,1013.3
2024-02-16T03:16:00.000Z,zone-a,humidity,78.7
2024-02-16T05:52:00.000Z,zone-d,light,165
2024-02-16T06:37:00.000Z,zone-d,humidity,72
2024-02-16T07:38:00.000Z,zone-c,light,699.4
2024-02-16T08:48:00.000Z,zone-a,temperature,34.4
2024-02-16T10:32:00.000Z,zone-b,pressure,1004
2024-02-16T11:18:00.000Z,zone-b,light,661.1
2024-02-16T15:10:00.000Z,zone-c,humidity,58.4
2024-02-16T18:11:00.000Z,zone-a,light,187.7
2024-02-16T19:24:00.000Z,zone-d,pressure,1001
2024-02-16T22:20:00.000Z,zone-a,humidity,37.6
2024-02-16T22:59:00.000Z,zone-a,pressure,1018.6
2024-02-17T00:24:00.000Z,zone-b,pressure,1010.8
2024-02-17T04:25:00.000Z,zone-d,light,235.5
2024-02-17T06:45:00.000Z,zone-c,pressure,1018.5
2024-02-17T08:19:00.000Z,zone-c,temperature,27
2024-02-17T09:50:00.000Z,zone-a,temperature,29.5
2024-02-17T10:26:00.000Z,zone-c,humidity,72.1
2024-02-17T10:26:00.000Z,zone-d,temperature,27.4
2024-02-17T10:33:00.000Z,zone-a,light,273.3
2024-02-17T10:40:00.000Z,zone-d,humidity,41.7
2024-02-17T11:21:00.000Z,zone-c,light,592.6
2024-02-17T12:40:00.000Z,zone-b,humidity,66.2
2024-02-17T12:44:00.000Z,zone-b,light,850.1
2024-02-17T17:49:00.000Z,zone-b,temperature,19.1
2024-02-17T20:50:00.000Z,zone-b,light,281.4
2024-02-17T20:52:00.000Z,zone-b,humidity,39.6
2024-02-17T22:13:00.000Z,zone-c,temperature,20.9
2024-02-17T22:49:00.000Z,zone-b,pressure,996.4
2024-02-18T01:00:00.000Z,zone-d,pressure,1000.6
2024-02-18T06:42:00.000Z,zone-a,humidity,59.1
2024-02-18T09:54:00.000Z,zone-a,pressure,990.4
2024-02-18T10:35:00.000Z,zone-d,light,640
2024-02-18T11:19:00.000Z,zone-c,humidity,37.7
2024-02-18T12:01:00.000Z,zone-a,light,458
2024-02-18T13:41:00.000Z,zone-c,light,610.2
2024-02-18T13:41:00.000Z,zone-d,humidity,67.8
2024-02-18T15:34:00.000Z,zone-b,temperature,26.3
2024-02-18T15:39:00.000Z,zone-d,temperature,21.3
2024-02-18T16:47:00.000Z,zone-c,pressure,997.1
2024-02-18T17:17:00.000Z,zone-a,temperature,34.3
2024-02-18T21:18:00.000Z,zone-c,temperature,26.6
2024-02-18T21:33:00.000Z,zone-d,pressure,1004.5
2024-02-19T01:59:00.000Z,zone-b,light,306.2
2024-02-19T05:18:00.000Z,zone-a,humidity,60.8
2024-02-19T05:20:00.000Z,zone-a,light,694.9
2024-02-19T05:20:00.000Z,zone-b,humidity,47.7
2024-02-19T06:24:00.000Z,zone-c,humidity,31.9
2024-02-19T07:55:00.000Z,zone-b,temperature,22.9
2024-02-19T09:39:00.000Z,zone-c,pressure,990.2
2024-02-19T10:06:00.000Z,zone-d,light,247
2024-02-19T12:34:00.000Z,zone-b,pressure,994.1
2024-02-19T13:30:00.000Z,zone-a,temperature,33.3
2024-02-19T15:51:00.000Z,zone-d,humidity,52.1
2024-02-19T16:12:00.000Z,zone-d,temperature,15.6
2024-02-19T16:19:00.000Z,zone-c,light,431.9
2024-02-19T17:06:00.000Z,zone-a,pressure,991.9
2024-02-19T18:46:00.000Z,zone-b,humidity,75.1
2024-02-20T00:08:00.000Z,zone-a,humidity,46.3
2024-02-20T02:20:00.000Z,zone-c,temperature,17.8
2024-02-20T03:31:00.000Z,zone-c,humidity,63.2
2024-02-20T04:03:00.000Z,zone-d,humidity,49.5
2024-02-20T05:04:00.000Z,zone-b,light,185.6
2024-02-20T07:44:00.000Z,zone-b,pressure,1001
2024-02-20T08:21:00.000Z,zone-b,temperature,17.8
2024-02-20T08:44:00.000Z,zone-d,light,716.4
2024-02-20T08:49:00.000Z,zone-a,pressure,1014.5
2024-02-20T08:56:00.000Z,zone-c,light,414
2024-02-20T09:45:00.000Z,zone-a,temperature,25.4
2024-02-20T10:15:00.000Z,zone-c,pressure,1010.4
2024-02-20T11:33:00.000Z,zone-d,temperature,20.2
2024-02-20T13:03:00.000Z,zone-d,pressure,1010.4
2024-02-20T15:38:00.000Z,zone-a,light,186.3
2024-02-20T19:10:00.000Z,zone-b,temperature,21
2024-02-20T22:14:00.000Z,zone-a,light,858.4
2024-02-21T01:38:00.000Z,zone-d,temperature,18.5
2024-02-21T03:12:00.000Z,zone-b,humidity,52.7
2024-02-21T03:25:00.000Z,zone-b,pressure,1019.7
2024-02-21T04:10:00.000Z,zone-b,light,384.8
2024-02-21T06:53:00.000Z,zone-c,light,469.8
2024-02-21T06:57:00.000Z,zone-c,humidity,41.2
2024-02-21T07:15:00.000Z,zone-c,temperature,27.3
2024-02-21T07:37:00.000Z,zone-d,humidity,43.1
2024-02-21T07:58:00.000Z,zone-d,light,297
2024-02-21T07:59:00.000Z,zone-c,pressure,1018.4
2024-02-21T08:06:00.000Z,zone-a,temperature,28.4
2024-02-21T12:02:00.000Z,zone-a,pressure,1015.8
2024-02-21T13:12:00.000Z,zone-d,pressure,996.4
2024-02-21T16:57:00.000Z,zone-a,humidity,52.3
2024-02-21T20:37:00.000Z,zone-c,humidity,73.1
2024-02-22T01:08:00.000Z,zone-b,humidity,54.4
2024-02-22T01:47:00.000Z,zone-b,pressure,999
2024-02-22T02:36:00.000Z,zone-b,temperature,30.1
2024-02-22T03:37:00.000Z,zone-d,temperature,19.8
2024-02-22T04:17:00.000Z,zone-c,pressure,1016.7
2024-02-22T05:06:00.000Z,zone-d,humidity,67.9
2024-02-22T07:08:00.000Z,zone-c,temperature,16.9
2024-02-22T07:27:00.000Z,zone-d,light,465.6
2024-02-22T09:10:00.000Z,zone-c,light,311.1
2024-02-22T09:50:00.000Z,zone-a,humidity,66.5
2024-02-22T10:43:00.000Z,zone-b,light,193.6
2024-02-22T11:29:00.000Z,zone-d,pressure,1005.6
2024-02-22T11:47:00.000Z,zone-a,pressure,1016.2
2024-02-22T14:16:00.000Z,zone-a,light,479.5
2024-02-22T18:02:00.000Z,zone-a,temperature,19.9
2024-02-22T21:32:00.000Z,zone-a,temperature,21.4
2024-02-22T21:53:00.000Z,zone-a,humidity,67.7
2024-02-22T23:30:00.000Z,zone-d,humidity,65.6
2024-02-22T23:47:00.000Z,zone-b,light,511.2
2024-02-22T23:56:00.000Z,zone-c,temperature,20.4
2024-02-23T04:13:00.000Z,zone-b,pressure,999
2024-02-23T04:19:00.000Z,zone-a,light,614.1
2024-02-23T04:56:00.000Z,zone-c,humidity,75.4
2024-02-23T09:39:00.000Z,zone-b,humidity,38.4
2024-02-23T10:50:00.000Z,zone-d,pressure,995.5
2024-02-23T11:12:00.000Z,zone-b,temperature,20.8
2024-02-23T13:22:00.000Z,zone-c,light,703.1
2024-02-23T13:48:00.000Z,zone-c,pressure,991.7
2024-02-23T13:49:00.000Z,zone-d,temperature,16.6
2024-02-23T14:36:00.000Z,zone-d,light,308
2024-02-23T15:50:00.000Z,zone-a,pressure,1010.6
2024-02-23T19:05:00.000Z,zone-c,light,393.8
2024-02-23T20:39:00.000Z,zone-b,pressure,1019.9
2024-02-23T21:30:00.000Z,zone-a,light,689.8
2024-02-23T22:19:00.000Z,zone-d,humidity,63.1
2024-02-23T22:52:00.000Z,zone-c,temperature,31.1
2024-02-23T22:52:00.000Z,zone-d,temperature,34.9
2024-02-23T23:01:00.000Z,zone-a,humidity,55.2
2024-02-24T01:42:00.000Z,zone-b,light,530.2
2024-02-24T01:51:00.000Z,zone-d,pressure,1002.5
2024-02-24T03:24:00.000Z,zone-c,humidity,69.3
2024-02-24T04:45:00.000Z,zone-d,light,225.4
2024-02-24T10:51:00.000Z,zone-c,pressure,998.9
2024-02-24T11:14:00.000Z,zone-a,pressure,998.7
2024-02-24T15:59:00.000Z,zone-b,humidity,37
2024-02-24T17:22:00.000Z,zone-a,temperature,32
2024-02-24T18:20:00.000Z,zone-b,temperature,15.5
2024-02-24T18:43:00.000Z,zone-a,temperature,30.5
2024-02-24T18:47:00.000Z,zone-d,humidity,54.4
2024-02-24T21:04:00.000Z,zone-a,pressure,1009.8
2024-02-24T21:35:00.000Z,zone-d,temperature,29
2024-02-24T22:14:00.000Z,zone-d,pressure,1003.7
2024-02-25T02:16:00.000Z,zone-d,light,897
2024-02-25T02:23:00.000Z,zone-a,humidity,66.2
2024-02-25T02:41:00.000Z,zone-a,light,403.1
2024-02-25T03:07:00.000Z,zone-c,humidity,62.1
2024-02-25T03:54:00.000Z,zone-b,temperature,34.5
2024-02-25T04:27:00.000Z,zone-c,temperature,27.3
2024-02-25T08:10:00.000Z,zone-b,humidity,71.6
2024-02-25T08:36:00.000Z,zone-c,pressure,1011.8
2024-02-25T12:16:00.000Z,zone-b,pressure,1009.2
2024-02-25T12:51:00.000Z,zone-b,light,520.2
2024-02-25T14:58:00.000Z,zone-c,light,250.2
2024-02-25T18:34:00.000Z,zone-c,light,213.7
2024-02-25T19:11:00.000Z,zone-c,humidity,42
2024-02-25T22:41:00.000Z,zone-c,temperature,34.5
2024-02-26T00:06:00.000Z,zone-b,humidity,38
2024-02-26T03:44:00.000Z,zone-a,humidity,69.7
2024-02-26T03:49:00.000Z,zone-a,pressure,1015.7
2024-02-26T04:07:00.000Z,zone-b,temperature,20.7
2024-02-26T06:05:00.000Z,zone-d,temperature,17.6
2024-02-26T06:39:00.000Z,zone-d,humidity,49.4
2024-02-26T07:42:00.000Z,zone-a,light,442.2
2024-02-26T09:06:00.000Z,zone-a,temperature,30.3
2024-02-26T09:40:00.000Z,zone-b,pressure,1006.7
2024-02-26T09:54:00.000Z,zone-d,light,747.1
2024-02-26T10:53:00.000Z,zone-d,pressure,998
2024-02-26T14:53:00.000Z,zone-b,light,657.9
2024-02-26T17:30:00.000Z,zone-c,pressure,1017.2
2024-02-26T20:23:00.000Z,zone-a,temperature,30.8
2024-02-26T21:20:00.000Z,zone-b,temperature,21.3
2024-02-26T23:28:00.000Z,zone-a,light,139
2024-02-27T00:00:00.000Z,zone-d,temperature,24.1
2024-02-27T04:57:00.000Z,zone-d,pressure,991.3
2024-02-27T05:36:00.000Z,zone-d,light,608.6
2024-02-27T05:45:00.000Z,zone-a,pressure,993.8
2024-02-27T06:12:00.000Z,zone-d,humidity,72.6
2024-02-27T06:52:00.000Z,zone-c,light,637.6
2024-02-27T08:00:00.000Z,zone-a,humidity,68.9
2024-02-27T08:36:00.000Z,zone-b,pressure,1011.2
2024-02-27T13:19:00.000Z,zone-c,pressure,1003.1
2024-02-27T14:00:00.000Z,zone-c,humidity,66.7
2024-02-27T17:31:00.000Z,zone-b,light,322.7
2024-02-27T17:42:00.000Z,zone-c,temperature,19.1
2024-02-27T17:56:00.000Z,zone-b,humidity,77.2
2024-02-27T22:50:00.000Z,zone-c,pressure,1003.2
2024-02-27T23:13:00.000Z,zone-a,light,688.8
2024-02-27T23:45:00.000Z,zone-c,temperature,19
2024-02-28T00:44:00.000Z,zone-c,humidity,65.2
2024-02-28T00:58:00.000Z,zone-d,pressure,1014.1
2024-02-28T02:41:00.000Z,zone-d,light,549.4
2024-02-28T04:56:00.000Z,zone-c,light,694.7
2024-02-28T05:31:00.000Z,zone-d,humidity,33.8
2024-02-28T06:30:00.000Z,zone-b,temperature,15.5
2024-02-28T07:51:00.000Z,zone-b,light,386.6
2024-02-28T08:19:00.000Z,zone-a,humidity,42.5
2024-02-28T11:13:00.000Z,zone-b,pressure,1019.2
2024-02-28T13:47:00.000Z,zone-b,humidity,58.9
2024-02-28T15:37:00.000Z,zone-a,temperature,27.9
2024-02-28T15:59:00.000Z,zone-d,temperature,32.2
2024-02-28T17:56:00.000Z,zone-a,pressure,1005.1
2024-02-28T21:28:00.000Z,zone-d,light,136
2024-02-28T21:45:00.000Z,zone-b,temperature,18.9
2024-02-28T22:17:00.000Z,zone-c,temperature,18.3
2024-02-29T00:56:00.000Z,zone-a,light,401.4
